screening_id,pmid,title,year,journal,doi,corneal_layer,priority_level,final_core_status,study_type,target_layer_final,biomaterial_category,specific_materials,fabrication_method,scaffold_architecture,cell_type_used,cell_source,growth_factors_or_bioactive_agents,optical_transparency_reported,optical_metric_details,mechanical_testing_reported,mechanical_metric_details,biological_testing_reported,biological_metric_details,in_vitro_model,ex_vivo_model,animal_model,clinical_evidence,follow_up_duration,main_outcomes,main_limitations,translational_readiness_level,benchmarking_relevance,include_in_final_review,extraction_notes
PUBMED_0726,37988231,Biomimetic Corneal Stroma for Scarless Corneal Wound Healing via Structural Restoration and Microenvironment Modulation.,2024,Advanced healthcare materials,10.1002/adhm.202302889,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0730,38044579,A Versatile Hydrogel with Antibacterial and Sequential Drug-Releasing Capability for the Programmable Healing of Infectious Keratitis.,2023,ACS nano,10.1021/acsnano.3c09034,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0738,38226015,Novel strategy for multi-material 3D bioprinting of human stem cell based corneal stroma with heterogenous design.,2024,Materials today. Bio,10.1016/j.mtbio.2023.100924,stroma,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0748,38413368,Application of multi-layer porcine small intestinal submucosa for the reconstruction of deep corneal defects in cats.,2025,Veterinary ophthalmology,10.1111/vop.13196,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0750,38428773,3D bioprinted photo crosslinkable GelMA/methylcellulose hydrogel mimicking native corneal model with enhanced in vitro cytocompatibility and sustained keratocyte phenotype for stromal regeneration.,2024,International journal of biological macromolecules,10.1016/j.ijbiomac.2024.130472,stroma,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0754,38454966,3D printing sequentially strengthening high-strength natural polymer hydrogel bilayer scaffold for cornea regeneration.,2024,Regenerative biomaterials,10.1093/rb/rbae012,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0755,38466286,Substrate Stiffness Modulates Stemness and Differentiation of Rabbit Corneal Endothelium Through the Paxillin-YAP Pathway.,2024,Investigative ophthalmology & visual science,10.1167/iovs.65.3.15,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0757,38471165,Biopolymeric corneal lenticules by digital light processing based bioprinting: a dynamic substitute for corneal transplant.,2024,"Biomedical materials (Bristol, England)",10.1088/1748-605X/ad3312,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0759,38472685,Hydrogels Based on Recombinant Spidroin Stimulate Proliferation and Migration of Human Corneal Cells.,2023,"Doklady biological sciences : proceedings of the Academy of Sciences of the USSR, Biological sciences sections",10.1134/S0012496623600173,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0761,38486306,Bioprinting of human pluripotent stem cell derived corneal endothelial cells with hydrazone crosslinked hyaluronic acid bioink.,2024,Stem cell research & therapy,10.1186/s13287-024-03672-w,endothelium,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0764,38507802,3D bioprinting of stromal cells-laden artificial cornea based on visible light-crosslinkable bioinks forming multilength networks.,2024,Biofabrication,10.1088/1758-5090/ad35eb,stroma,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0770,38646166,Kuragel: A biomimetic hydrogel scaffold designed to promote corneal regeneration.,2024,iScience,10.1016/j.isci.2024.109641,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0774,38750781,Cell spray printing combined with Lycium barbarum glycopeptide promotes repair of corneal epithelial injury.,2024,Experimental eye research,10.1016/j.exer.2024.109928,epithelium_limbus,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0775,38750850,The combined effect of epidermal growth factor and keratinocyte growth factor delivered by hyaluronic acid hydrogel on corneal wound healing.,2024,International journal of biological macromolecules,10.1016/j.ijbiomac.2024.132365,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0797,39022184,Photoactivated growth factor release from bio-orthogonally crosslinked hydrogels for the regeneration of corneal defects.,2024,Bioactive materials,10.1016/j.bioactmat.2024.05.045,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0802,39075142,A novel tissue-engineered corneal epithelium based on ultra-thin amniotic membrane and mesenchymal stem cells.,2024,Scientific reports,10.1038/s41598-024-68219-8,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0804,39096155,Fabrication of GelMA - Agarose Based 3D Bioprinted Photocurable Hydrogel with In Vitro Cytocompatibility and Cells Mirroring Natural Keratocytes for Corneal Stromal Regeneration.,2024,Macromolecular bioscience,10.1002/mabi.202400136,stroma,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0805,39101028,Oriented cellulose hydrogel: Directed tissue regeneration for reducing corneal leukoplakia and managing fungal corneal ulcers.,2024,Bioactive materials,10.1016/j.bioactmat.2024.07.008,stroma,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0806,39106436,"In Situ-Forming, Bioorthogonally Cross-linked, Nanocluster-Reinforced Hydrogel for the Regeneration of Corneal Defects.",2024,ACS nano,10.1021/acsnano.4c02345,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0812,39169887,Granular polyrotaxane microgels as injectable hydrogels for corneal tissue regeneration.,2024,Biomaterials science,10.1039/d4bm00409d,stroma,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0814,39197237,Corneal stromal structure replicating humanized hydrogel patch for sutureless repair of deep anterior-corneal defect.,2025,Biomaterials,10.1016/j.biomaterials.2024.122754,multiple_layers,High,Provisional core - unresolved manual check,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0817,39216318,Bioprinting of anisotropic functional corneal stroma using mechanically robust multi-material bioink based on decellularized cornea matrix.,2024,Biomaterials advances,10.1016/j.bioadv.2024.214007,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0818,39218556,Triple-crosslinked double-network alginate/dextran/dendrimer hydrogel with tunable mechanical and adhesive properties: A potential candidate for sutureless keratoplasty.,2024,Carbohydrate polymers,10.1016/j.carbpol.2024.122538,stroma,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0821,39328788,"Preparation, physico-biochemical characterization, and proteomic analysis of highly transparent corneal extracellular matrices for lamellar keratoplasty and tissue-engineered cornea construction.",2024,Materials today. Bio,10.1016/j.mtbio.2024.101241,stroma,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0826,39375390,Bio-printing method as a novel approach to obtain a fibrin scaffold settled by limbal epithelial cells for corneal regeneration.,2024,Scientific reports,10.1038/s41598-024-73383-y,epithelium_limbus,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0828,39386574,In Situ UNIversal Orthogonal Network (UNION) Bioink Deposition for Direct Delivery of Corneal Stromal Stem Cells to Corneal Wounds.,2024,bioRxiv : the preprint server for biology,10.1101/2024.09.19.613997,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0841,39551331,Repair effects of thermosensitive hydrogels combined with iPSC-derived corneal endothelial cells on rabbit corneal endothelial dysfunction.,2025,Acta biomaterialia,10.1016/j.actbio.2024.11.021,endothelium,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0842,39556946,Bioprinting a resilient and transparent cornea stroma equivalent: harnessing dual crosslinking strategy with decellularized cornea matrix and silk fibroin hybrid.,2024,Biofabrication,10.1088/1758-5090/ad9409,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0844,39558795,Natural Extracellular Matrix Scaffold-Based Hydrogel Corneal Patch with Temperature and Light-Responsiveness for Penetrating Keratoplasty and Sutureless Stromal Defect Repair.,2025,Advanced healthcare materials,10.1002/adhm.202402567,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0850,39643222,"3D printing of stiff, tough, and ROS-scavenging nanocomposite hydrogel scaffold for in situ corneal repair.",2025,Acta biomaterialia,10.1016/j.actbio.2024.12.005,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0857,39686763,Glycerol Modulated Collagen Fibril Evolution and Lamellar Organization for Biomimetic Corneal Substitutes Construction.,2025,"Small (Weinheim an der Bergstrasse, Germany)",10.1002/smll.202407606,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0860,39693435,Biologically inspired bioactive hydrogels for scarless corneal repair.,2024,Science advances,10.1126/sciadv.adt1643,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0866,39798638,3D printed biomimetic bilayer limbal implants for regeneration of the corneal structure in limbal stem cell deficiency.,2025,Acta biomaterialia,10.1016/j.actbio.2025.01.011,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0867,39800095,Rho kinase inhibitor Y-27632 and dual media culture approach promote the construction and transplantation of rabbit limbal epithelial cell sheets via cell spheroid culture and auto-bioprinting.,2025,Acta biomaterialia,10.1016/j.actbio.2025.01.022,epithelium_limbus,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0871,39819884,Digital light processing 3D bioprinting of biomimetic corneal stroma equivalent using gelatin methacryloyl and oxidized carboxymethylcellulose interpenetrating network hydrogel.,2025,Biofabrication,10.1088/1758-5090/adab27,stroma,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0877,39853921,Artificial Cornea Substitute Based on Hydrogel Skeletons with Natural Stromal Hierarchical Structure and Extracellular Matrix for Sutureless Transplantation.,2025,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",10.1002/advs.202411540,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0888,39930756,"Enhanced Bioprinting of 3D Corneal Stroma Patches with Reliability, Assessing Product Consistency and Quality through Optimized Electron Beam Sterilization.",2025,Advanced healthcare materials,10.1002/adhm.202403118,stroma,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0889,39935895,Photochemical corneal cross-linking: Evaluating the potential of a hand-held biopen.,2025,Materials today. Bio,10.1016/j.mtbio.2025.101512,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0891,39955036,3D mesenchymal stem cell exosome-functionalized hydrogels for corneal wound healing.,2025,Journal of controlled release : official journal of the Controlled Release Society,10.1016/j.jconrel.2025.02.030,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0902,40061375,The influence of amniotic membrane proteins on corneal regeneration when delivered directly or using hydrogel platforms.,2025,Frontiers in medicine,10.3389/fmed.2025.1498319,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0904,40083774,In situ UNIversal Orthogonal Network (UNION) bioink deposition for direct delivery of corneal stromal stem cells to corneal wounds.,2025,Bioactive materials,10.1016/j.bioactmat.2025.02.009,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0905,40145466,"Preclinical Testing of 3D Printed, Cell Loaded Hydrogel Based Corneal Substitutes on Rabbit Model.",2025,Macromolecular bioscience,10.1002/mabi.202400595,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0907,40159843,Photocurable Dual-Network Hydrogels Based on Natural Polymers for Sutureless Repair of Large Corneal Defects.,2025,"Small (Weinheim an der Bergstrasse, Germany)",10.1002/smll.202500150,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0919,40296037,Self-healing adhesive oxidized guar gum hydrogel loaded with mesenchymal stem cell exosomes for corneal wound healing.,2025,Journal of nanobiotechnology,10.1186/s12951-025-03366-2,epithelium_limbus,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0928,40395134,Highly transparent and elastic acellular swim bladder with potential application in cornea implantation.,2025,Journal of materials chemistry. B,10.1039/d5tb00793c,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0934,40446990,The interaction of the biocompatible scaffold containing nanochitosan-chitosan-polycaprolactone with telomerase activator and rock inhibitor in propagation and functional properties of corneal endothelial cells.,2025,International journal of biological macromolecules,10.1016/j.ijbiomac.2025.144744,endothelium,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0936,40449707,Compartmentalized 3D bioprinting of the limbal niche with distinct hPSC-LSC subpopulations for corneal disease modeling.,2025,Acta biomaterialia,10.1016/j.actbio.2025.05.068,epithelium_limbus,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0938,40481091,Therapeutic efficacy of BSA formulated hydrogels in corneal wound healing and epithelial cell regeneration: an ex vivo study.,2025,Scientific reports,10.1038/s41598-025-04408-3,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0944,40555247,3D bioprinted GelMA/collagen hydrogel for corneal stroma regeneration.,2025,Biofabrication,10.1088/1758-5090/ade7b2,stroma,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0947,40613723,A graphene oxide/niobium carbide MXene composite-based functional nanocomposite scaffold for artificial corneas.,2025,Nanoscale,10.1039/d5nr01312g,stroma,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0949,40641839,Engineering a functionality-integrated artificial cornea stromal Substitute: Janus bio-adhesive implant with a collagen-based multi-scale biomimetic skeleton.,2025,Bioactive materials,10.1016/j.bioactmat.2025.06.030,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0950,40665979,Research on the construction of corneal endothelium transplantation with acellular amniotic membrane as a scaffold.,2025,Frontiers in medicine,10.3389/fmed.2025.1592123,endothelium,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0957,40710690,Effect of 3D Printing Parameters on the Transparency of Medical Hydrogels for Corneal Stroma Fabrication.,2025,"Gels (Basel, Switzerland)",10.3390/gels11070528,stroma,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0959,40734361,3D Differentiation of Bone-Marrow Derived Mesenchymal Stromal Cells into the Keratocyte Lineage for Corneal Bioprinting.,2025,Advanced healthcare materials,10.1002/adhm.202405073,stroma,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0962,40762540,Human Omental Mesothelial Cells Exhibit a Corneal Endothelial-Like Cell Phenotype for Tissue Engineering of a Corneal Endothelium Biomimetic.,2025,Investigative ophthalmology & visual science,10.1167/iovs.66.11.7,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0973,40893304,Hydrogel-Mediated Sustained Delivery of Corneal Epithelial Extracellular Vesicles: A Strategy for Enhanced Corneal Regeneration.,2025,ACS omega,10.1021/acsomega.5c01135,multiple_layers,High,Provisional core - unresolved manual check,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0977,40931961,Scaffold-Free Extrusion-Based 3D Bioprinting of Cornea Constructs Using a Decellularized Corneal Extracellular Matrix Based Bioink and Human Placenta-Derived Mesenchymal Stem Cells.,2025,Macromolecular bioscience,10.1002/mabi.202500276,stroma,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0978,40945255,"EMERGE patch, a novel electrogenic engineered material to enhance healing of severe corneal wounds.",2026,Biomaterials,10.1016/j.biomaterials.2025.123689,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0989,41070062,Comparison of the regenerative potential of different functionalized gelatin-based hydrogels as fillers of rabbit corneal wounds.,2025,Frontiers in medicine,10.3389/fmed.2025.1667446,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0990,41073348,Native Bio-Lenticules Mediated Rapamycin Delivery for Corneal Immunomodulation and Tissue Repair Promotion.,2025,ACS biomaterials science & engineering,10.1021/acsbiomaterials.5c01309,stroma,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_0997,41129923,"Comparative evaluation of the mechanical properties of amniotic membranes for corneal grafting: Effects of cryopreservation, lyophilization, and dehydration.",2026,Journal of the mechanical behavior of biomedical materials,10.1016/j.jmbbm.2025.107234,stroma,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_1006,41203155,Photocurable hybrid hydrogels based on gelatin and polysaccharides for sutureless repair of corneal defects.,2025,International journal of biological macromolecules,10.1016/j.ijbiomac.2025.148835,multiple_layers,High,Provisional core - unresolved manual check,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_1009,41218465,Matrix stiffness modulates YAP-mediated glycolysis and proliferation in human corneal endothelial cells.,2026,Biomaterials advances,10.1016/j.bioadv.2025.214594,endothelium,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_1011,41234357,The impact of the limbal niche interactions on the self-renewal capability of limbal epithelial stem cells.,2025,Frontiers in cell and developmental biology,10.3389/fcell.2025.1667309,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_1015,41359360,Alkaline Phosphatase-Triggered Spatiotemporal Repair of Corneal Injury with TB500 Peptide Hydrogel.,2025,ACS applied materials & interfaces,10.1021/acsami.5c14652,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_1016,41379646,Descemet Membrane Versus Amniotic Membrane for Limbal Stem Cell Therapy.,2026,Cornea,10.1097/ICO.0000000000004073,epithelium_limbus,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_1020,41427066,Experimental Study of the Effect of Corneal Bio-Coating Based on the Original Hydrogel Biopolymer Scaffold on the Anterior Segment Structures of the Eye.,2025,Sovremennye tekhnologii v meditsine,10.17691/stm2025.17.4.04,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_1021,41460069,3D-Bioprinted Biomimetic Epithelial-Stromal Hydrogel Construct with In Situ Photocrosslinkable Bioadhesive for Suture-Free Corneal Regeneration.,2026,Advanced healthcare materials,10.1002/adhm.202504578,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_1025,41488431,"Antibiotic nanozyme hydrogel depot for single-injection MDR bacterial keratitis therapy via localized antibacterial, pro-healing and corneal reinforcement.",2026,Materials today. Bio,10.1016/j.mtbio.2025.102602,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_1031,41506503,Bioactive thermoresponsive fibronectin-Pluronic F127 hydrogel for sustained ocular delivery with corneal regeneration and anti-inflammatory effects.,2026,International journal of biological macromolecules,10.1016/j.ijbiomac.2025.150032,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_1036,41538991,Bioactive peptides-incorporated photo-crosslinking hydrogel for suture-free repair of corneal injuries.,2026,Journal of colloid and interface science,10.1016/j.jcis.2026.139869,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_1038,41548128,In Vivo Evaluation of Injected and Bioprinted Hyaluronic Acid-Based Bioink in Corneal Stromal Pocket.,2026,Macromolecular bioscience,10.1002/mabi.202500555,stroma,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_1039,41554492,A natural corneal extracellular matrix-inspired dual-crosslinked hydrogel bioadhesive for emergency corneal trauma repair.,2026,Acta biomaterialia,10.1016/j.actbio.2026.01.034,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_1049,41678599,Composite Decellularized Corneal Hydrogel for Effective Corneal Injury Repair and Regeneration.,2026,ACS applied bio materials,10.1021/acsabm.5c02226,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_1053,41742708,A New Bioprinted Dual-Layered Corneal Structure Using Collagen-Based Bioinks.,2026,Tissue engineering. Part A,10.1177/19373341261424272,stroma,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_1057,41794129,Near complete corneal regeneration after lamellar keratoplasty in rabbits enabled by an in situ photo-crosslinkable dendrimer-hyaluronic acid hydrogel.,2026,The ocular surface,10.1016/j.jtos.2026.03.001,multiple_layers,High,Provisional core - unresolved manual check,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_1058,41808764,Photocrosslinked dual-network hydrogel for sutureless corneal stromal lenticule lmplantation.,2026,Frontiers in bioengineering and biotechnology,10.3389/fbioe.2026.1764867,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_1063,41878560,RNA modifications: molecular orchestrators of wound healing.,2026,Burns & trauma,10.1093/burnst/tkag010,multiple_layers,High,Provisional core - unresolved manual check,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_1068,41947731,Functional 3D bioprinting with GelMA/CMCh bioinks: a supportive microenvironment for stromal keratocyte maintenance and potential corneal stromal repair.,2026,Journal of materials chemistry. B,10.1039/d5tb02459e,stroma,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_1069,41962437,A magnolol/BMSC-integrated collagen hydrogel with dual anti-inflammatory and regenerative functions for corneal repair.,2026,Biomaterials advances,10.1016/j.bioadv.2026.214865,multiple_layers,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_1072,42035972,Limbal organoids and bioengineering sheets based on niche microphysiological systems and bioprinting for corneal injury repair in rabbits.,2026,Acta biomaterialia,10.1016/j.actbio.2026.04.042,epithelium_limbus,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBMED_1074,42059163,Real Architecture for 3D Tissue (RAFT): Mechanical Properties and Ability to Support the 3D Culture of Porcine Corneal Endothelial Cells.,2026,Journal of biomedical materials research. Part A,10.1002/jbm.a.70086,stroma,High,Provisional core,,,,,,,,,,,,,,,,,,,,,,,,,,
