screening_id,pmid,title,abstract,year,journal,doi,sources,source_count,decision,exclusion_reason,corneal_layer,priority_level,screening_notes,epithelium_limbus_relevance_score,epithelium_limbus_relevance_terms,recommended_action,strict_epithelium_limbus_decision,strict_epithelium_limbus_reason
PUBMED_0614,36564919,Corneal sustained delivery of hyaluronic acid from nanofiber-containing ring-implanted contact lens.,"Dry eye syndrome, as a persist corneal epithelial defect (PED), is an inconvenient ocular disorder that is generally treated by high-dosage, conventional eye drops. Addressing low efficacy and rather restricted bioavailability of the conventional eye drops, drug-eluting contact lenses (CLs) are widely used as alternatives in ophthalmic drug delivery applications. In the present study, a nanofiber-containing ring implant poly (vinyl alcohol) (PVA) hydrogel is designed as a carrier for hyaluronic acid (HA) delivery. hyaluronic acid is physically encapsulated in a nanofiber-containing ring-shaped hydrogel with a 2 mm width that is implanted in the final CLs hydrogel. The designed CL has 59% porosity, 275% swelling ratio and undergoes no weight loss at physiological conditions in14 days. In-vitro release studies were performed on the CLs with and without nanofibers. The results showed that nanofiber incorporation in the designed CL was highly influential in decreasing burst release and supported sustained release of HA over 14 days. In addition, nanofiber incorporation in the designed system strengthened the lens, and the young modulus of the PVA hydrogel increased from 6 to 10 kPa. Cell viability study also revealed no cell cytotoxicity and cell attachment. Overall, the study demonstrated the effective role of nanofibers in the physical strengthening of the CL. Also, the designed system holds promise as a potential candidate for HA delivery over an extended period for treating dry eye syndrome.",2023,Journal of biomaterials applications,10.1177/08853282221146390,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,carrier; hydrogel; contact lens; corneal epithelial; cell viability; rat,Add to core candidate,Exclude/background,Drug-delivery contact lens study; not epithelial/limbal tissue-engineering scaffold evidence.
PUBMED_0623,36708851,Highly stable fibronectin-mimetic-peptide-based supramolecular hydrogel to accelerate corneal wound healing.,"Without timely treatment, poor wound healing in corneal injuries can seriously impair vision and lead to blindness. Thus, it is vital to develop a therapeutic strategy to accelerate corneal re-epithelialization. The conjugation of self-assembled motifs with a fibronectin-mimetic peptide sequence (PHSRN) drastically improves the chemical stability of PHSRN against protease hydrolysis and minimally affects its biological activity to promote the migration of corneal epithelial cells. The optimized Nap-FFPHSRN self-assembled into bioactive supramolecular hydrogels increases cell motility by remolding F-actin and boosts the tight junction of the corneal epithelium by increasing the expression of zonula occludens-1 (ZO-1). An in vivo experiment showed that a Nap-FFPHSRN hydrogel provided extended precorneal retention with good ocular tolerance after topical instillation. An animal model of corneal scrape showed that a single daily dose of Nap-FFPHSRN hydrogel had a superior therapeutic effect in facilitating corneal re-epithelialization with complete morphological and architectural recovery. With a rational approach to mimic bioactive proteins, this study presents a new strategy to demonstrate the potential of peptide-based supramolecular hydrogels for use in clinical treatment of corneal injury. STATEMENT OF SIGNIFICANCE: Here we systematically investigate the self-assembly behavior and chemical stability of designed peptide amphiphiles (Nap-FPHRSN, Nap-FFPHSRN and Nap-FFFPHSRN). The introduction of self-assembled motifs (Nap-F, Nap-FF and Nap-FFF) drastically enhances the chemical stability of fibronectin-mimetic peptide (PHSRN). Moreover, topical instillation of Nap-FFPHSRN hydrogel once daily, exhibits a better in vivo effect than PHSRN and the same in vivo effect as fibronectin, both of which are instilled three times daily, for promoting full morphological and architectural recovery after corneal re-epithelialization. As a rational design of conjugating bioactive peptides with self-assembled motifs to mimic bioactive proteins, this work may lead to a new approach that improves the in vivo therapeutic effect for treating corneal injury in clinic settings.",2023,Acta biomaterialia,10.1016/j.actbio.2023.01.047,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,hydrogel; corneal epithelial; corneal epithelium; epithelial cell; re-epithelialization; wound healing; migration; rat; in vivo; clinical,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.
PUBMED_0632,36772078,Detection of Limbal Stem Cells Adhered to Melt Electrospun Silk Fibroin and Gelatin-Modified Polylactic Acid Scaffolds.,"Limbal stem cells (LSCs) are of paramount importance in corneal epithelial tissue repair. The cornea becomes opaque in case of limbal stem cell deficiency (LSCD), which may cause serious damage to the ocular visual function. There are many techniques to restore damaged epithelium, one of which is the transplantation of healthy cultured LSCs, usually onto a human amniotic membrane or onto bio-based engineered scaffolds in recent years. In this study, melt electrospun polylactic acid (PLA) was modified by silk fibroin or gelatin and further cultured with LSCs originating from three different donors. In terms of physicochemical properties, both modifications slightly increased PLA scaffold porosity (with a significantly larger pore area for the PLA/gelatin) and improved the scaffolds' swelling percentage, as well as their biodegradation rate. In terms of the scaffold application function, the aim was to detect/visualize whether LSCs adhered to the scaffolds and to further determine cell viability (total number), as well as to observe p63 and CK3 expressions in the LSCs. LSCs were attached to the surface of microfibers, showing flattened conformations or 3D spheres in the formation of colonies or agglomerations, respectively. All scaffolds showed the ability to bind the cells onto the surface of individual microfibers (PLA and PLA/gelatin), or in between the microfibers (PLA/silk fibroin), with the latter showing the most intense red fluorescence of the stained cells. All scaffolds proved to be biocompatible, while the PLA/silk fibroin scaffolds showed the highest 98% viability of 2.9 × 10(6) LSCs, with more than 98% of p63 and less than 20% of CK3 expressions in the LSCs, thus confirming the support of their growth, proliferation and corneal epithelial differentiation. The results show the potential of these bio-engineered scaffolds to be used as an alternative clinical approach.",2023,Polymers,10.3390/polym15030777,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,scaffold; membrane; amniotic membrane; corneal epithelial; limbal; limbal stem; p63; k3; cell viability; rat; transplantation; clinical,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.
PUBMED_0638,36852699,Engraftment and Proliferation of Thermoreversible-Gelation-Polymer-Encapsulated Human Corneal Limbal-Stem-Cells on Ocular Surface of a Cadaver Cornea.,"PURPOSE: Corneal limbal stem cell (LSC) transplantation has been reported as a potential approach to treat the damaged corneal epithelium. Scaffolds such as human amniotic membrane (hAM) are commonly employed for the in vitro culture and as a carrier during in vivo transplantation. However, they carry the risk of biological contamination and donor to donor variability. To overcome these disadvantages, we herein report the capabilities of a synthetic thermoreversible gelation polymer (TGP) scaffold to serve as an encapsulation support during LSC transplantation and to enable engraftment for corneal regeneration. METHODS: Sixteen discarded human corneas were used to isolate the corneal epithelium which was cultured in TGP and hAM. The cell proliferation and characteristics between TGP and hAM culture methods were evaluated by microscopic observation, 3H Thymidine incorporation assay, immunoperoxidase and immunofluorescence staining. RESULTS: The 3H Thymidine assay's results showed that TGP allowed human-donor cornea-derived LSCs to proliferate well in vitro, compared to hAM and the cells encapsulated in TGP and transplanted ex vivo onto a human cadaver donor cornea denuded of its epithelium, migrated on the ocular surface, and proliferated to form a continuous layer in 25 days. Immunoperoxidase and Immunofluorescence staining of TGP-cultured cells were positive for LSC markers (p63, ABCG2, Connexin 43 and Integrin β), proving that the TGP helps to preserve the limbal cells' stemness. CONCLUSION: TGP is found to be a multipurpose scaffold for (i) in vitro culture, (ii) ex vivo encapsulation, and in vivo transplantation (iii), enabling engraftment of LSCs in this study, with potentials to extend its application in cell-based therapies in several regenerative medicine approaches.",2023,Current eye research,10.1080/02713683.2023.2180039,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,scaffold; carrier; membrane; corneal epithelium; limbal; limbal stem; p63; abcg2; rat; ex vivo; in vivo,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.
PUBMED_0673,37282673,26 Development of human amniotic membrane products for regenerative medicine applications.,"INTRODUCTION: Human amniotic membrane (HAM) has important biological properties that make this tissue an ideal substrate for regenerative medicine applications, including treatment of ocular diseases and wound healing. NHSBT can successfully decellularise HAM for promoting enhancement of limbal stem cell expansion in vitro more efficiently than the cellular HAM.(1) In this study we present new formulations of decellularised HAM as freeze-dried powder and derived natural hydrogel. The aim was to develop a variety of GMP-compliant allografts to treat ocular diseases. MATERIALS AND METHODS: Six HAM, obtained from elective caesarian deliveries, were dissected, decontaminated and subjected to an in-house developed decellularisation protocol including a mild SDS concentration as detergent and nuclease steps. Following decellularisation, the tissue was placed in a sterile tissue culture flask and freeze dried. The freeze-dried tissue was cut into pieces of ~1g each, dipped into liquid nitrogen, then ground with a pulverisette. Ground tissue was solubilised using porcine pepsin and 0.1M HCl (stirred for 48 hours, 25oC). At the end of solubilisation, the pre-gel solution was kept on ice to adjust the pH back to 7.4. Gelation was induced when the temperature of the solution was increased to 25oC and aliquots were used for both in vitro cytotoxicity (up to 48 hours) and biocompatibility (up to 7 days) testing (MG63 and HAM cells). Cells were added into the solution before gelling and on top after gelling. RESULTS: The pre-gel solution obtained from decellularised HAM appear homogenous without undigested powder, and it was able to gel within 20 minutes at RT. Gels with a concentration of 4-8mg/mL tissue powder retained shape (including in an aqueous environment). When added on top of gels, cells were observed to attach and proliferate over time. When added into gels, the cells were observed throughout the gels and appeared to be migrating through the gel. CONCLUSION: Acellular HAM can be successfully freeze dried and converted into new formulations for topical application (powder and hydrogel). The new formulations could improve HAM delivery and provide a better scaffold for tissue regeneration. To our knowledge, this is the first time an amnion hydrogel formulation has been developed in GMP compliant setting for tissue banking purpose. Further studies will also investigate the ability of amnion hydrogel to promote stem cells differentiation into the three lineages (adipogenic, chondrogenic, osteogenic) in and/or on the gels. REFERENCES: Figueiredo GS et al. Acta Biomater 2017;61, 124-133.",2022,BMJ open ophthalmology,10.1136/bmjophth-2022-EEBA.26,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,scaffold; substrate; membrane; limbal; limbal stem; wound healing; rat; porcine,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.
PUBMED_0698,37532233,Developing a Novel Platelet-Rich Plasma-Laden Bioadhesive Hydrogel Contact Lens for the Treatment of Ocular Surface Chemical Injuries.,"Permanent injury to corneal limbal stem cells after ocular surface chemical and thermal injuries is a major cause of corneal blindness. In this study, a PRP-laden GelMA hydrogel contact lens is manufactured which is aimed to support the limbal niche after ocular surface insults thereby preventing limbal stem cell failure. GelMA with varying platelet-rich plasma (PRP) concentrations (5%, 10%, and 20%) is photopolymerized using a visible light crosslinking system followed by characterizations of mechanical properties, growth factor release, enzymatic degradation, and in vitro cytotoxicity. The addition of 10% PRP into 10% GelMA hydrogel precursor solution results in the highest tensile and compressive modulus (38 and 110 kPa, respectively) and burst pressure (251±37.66 mmHg). Degradation time varies according to the concentration of the collagenase enzyme tested (0, 2.5, 5, and 40 µg/mL) and is most prolonged with 20% PRP. EGF and TGF-β release profiles suggest an initial burst release followed by sustained release, most consistent in the 10% PRP sample. Although cell viability decreases on day 1, rapid recovery is observed and is approximately 120% after day 21. PRP-laden GelMA in the form of a contact lens may be a promising biomaterial-based treatment approach for the maintenance of limbal epithelial stem cells after ocular surface insults.",2023,Macromolecular bioscience,10.1002/mabi.202300204,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,hydrogel; contact lens; collagen; limbal; limbal stem; ocular surface; cell viability; rat,Add to core candidate,Manual check,"Likely relevant, but reconstruction/regeneration signal is not strong enough for automatic addition."
PUBMED_0741,38258038,"Fabrication and Characterization of an Enzyme-Triggered, Therapeutic-Releasing Hydrogel Bandage Contact Lens Material.","PURPOSE: The purpose of this study was to develop an enzyme-triggered, therapeutic-releasing bandage contact lens material using a unique gelatin methacrylate formulation (GelMA+). METHODS: Two GelMA+ formulations, 20% w/v, and 30% w/v concentrations, were prepared through UV polymerization. The physical properties of the material, including porosity, tensile strain, and swelling ratio, were characterized. The enzymatic degradation of the material was assessed in the presence of matrix metalloproteinase-9 (MMP-9) at concentrations ranging from 0 to 300 µg/mL. Cell viability, cell growth, and cytotoxicity on the GelMA+ gels were evaluated using the AlamarBlue(TM) assay and the LIVE/DEAD(TM) Viability/Cytotoxicity kit staining with immortalized human corneal epithelial cells over 5 days. For drug release analysis, the 30% w/v gels were loaded with 3 µg of bovine lactoferrin (BLF) as a model drug, and its release was examined over 5 days under various MMP-9 concentrations. RESULTS: The 30% w/v GelMA+ demonstrated higher crosslinking density, increased tensile strength, smaller pore size, and lower swelling ratio (p < 0.05). In contrast, the 20% w/v GelMA+ degraded at a significantly faster rate (p < 0.001), reaching almost complete degradation within 48 h in the presence of 300 µg/mL of MMP-9. No signs of cytotoxic effects were observed in the live/dead staining assay for either concentration after 5 days. However, the 30% w/v GelMA+ exhibited significantly higher cell viability (p < 0.05). The 30% w/v GelMA+ demonstrated sustained release of the BLF over 5 days. The release rate of BLF increased significantly with higher concentrations of MMP-9 (p < 0.001), corresponding to the degradation rate of the gels. DISCUSSION: The release of BLF from GelMA+ gels was driven by a combination of diffusion and degradation of the material by MMP-9 enzymes. This work demonstrated that a GelMA+-based material that releases a therapeutic agent can be triggered by enzymes found in the tear fluid.",2023,Pharmaceutics,10.3390/pharmaceutics16010026,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,hydrogel; contact lens; corneal epithelial; epithelial cell; cell viability; rat,Add to core candidate,Exclude/background,"Hydrogel bandage contact lens material; mainly therapeutic delivery/bandage, not tissue-engineering reconstruction."
PUBMED_0745,38355568,The application of a 4D-printed chitosan-based stem cell carrier for the repair of corneal alkali burns.,"BACKGROUND: Corneal alkali burns can lead to ulceration, perforation, and even corneal blindness due to epithelial defects and extensive cell necrosis, resulting in poor healing outcomes. Previous studies have found that chitosan-based in situ hydrogel loaded with limbal epithelium stem cells (LESCs) has a certain reparative effect on corneal alkali burns. However, the inconsistent pore sizes of the carriers and low cell loading rates have resulted in suboptimal repair outcomes. In this study, 4D bioprinting technology was used to prepare a chitosan-based thermosensitive gel carrier (4D-CTH) with uniform pore size and adjustable shape to improve the transfer capacity of LESCs. METHODS: Prepare solutions of chitosan acetate, carboxymethyl chitosan, and β-glycerophosphate sodium at specific concentrations, and mix them in certain proportions to create a pore-size uniform scaffold using 4D bioprinting technology. Extract and culture rat LESCs (rLESCs) in vitro, perform immunofluorescence experiments to observe the positivity rate of deltaNp63 cells for cell identification. Conduct a series of experiments to validate the cell compatibility of 4D-CTH, including CCK-8 assay to assess cell toxicity, scratch assay to evaluate the effect of 4D-CTH on rLESCs migration, and Calcein-AM/PI cell staining experiment to examine the impact of 4D-CTH on rLESCs proliferation and morphology. Establish a severe alkali burn model in rat corneas, transplant rLESCs onto the injured cornea using 4D-CTH, periodically observe corneal opacity and neovascularization using a slit lamp, and evaluate epithelial healing by fluorescein sodium staining. Assess the therapeutic effect 4D-CTH-loaded rLESCs on corneal alkali burn through histological evaluation of corneal tissue paraffin sections stained with hematoxylin and eosin, as well as immunofluorescence staining of frozen sections. RESULTS: Using the 4D-CTH, rLESCs were transferred to the alkali burn wounds of rats. Compared with the traditional treatment group (chitosan in situ hydrogel encapsulating rLESCs), the 4D-CTH-rLESC group had significantly higher repair efficiency of corneal injury, such as lower corneal opacity score (1.2 ± 0.4472 vs 0.4 ± 0.5477, p < 0.05) and neovascularization score (5.5 ± 1.118 vs 2.6 ± 0.9618, p < 0.01), and significantly higher corneal epithelial wound healing rate (72.09 ± 3.568% vs 86.60 ± 5.004%, p < 0.01). CONCLUSION: In summary, the corneas of the 4D-CTH-rLESC treatment group were similar to the normal corneas and had a complete corneal structure. These findings suggested that LESCs encapsulated by 4D-CTH significantly accelerated corneal wound healing after alkali burn and can be considered as a rapid and effective method for treating epithelial defects.",2024,Stem cell research & therapy,10.1186/s13287-024-03653-z,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,scaffold; carrier; hydrogel; corneal epithelial; limbal; lesc; wound healing; p63; migration; rat,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.
PUBMED_0768,38565006,Mucoadhesive phenylboronic acid-grafted carboxymethyl cellulose hydrogels containing glutathione for treatment of corneal epithelial cells exposed to benzalkonium chloride.,"Benzalkonium chloride (BAK) is the most commonly-used preservative in topical ophthalmic medications that may cause ocular surface inflammation associated with oxidative stress and dry eye syndrome. Glutathione (GSH) is an antioxidant in human tears and able to decrease the proinflammatory cytokine release from cells and reactive oxygen species (ROS) formation. Carboxymethyl cellulose (CMC), a hydrophilic polymer, is one of most commonly used artificial tears and can promote the corneal epithelial cell adhesion, migration and re-epithelialization. However, most of commercial artificial tears provide only temporary relief of irritation symptoms and show the short-term treatment effects. In the study, 3-aminophenylboronic acid was grafted to CMC for increase of mucoadhesive properties that might increase the precorneal retention time and maintain the effective therapeutic concentration on the ocular surface. CMC was modified with different degree of substitution (DS) and characterized by Fourier transform infrared spectroscopy and nuclear magnetic resonance spectroscopy. Phenylboronic acid (PBA)-grafted CMC hydrogels have interconnected porous structure and shear thinning behavior. Modification of CMC with high DS (H-PBA-CMC) shows the strong bioadhesive force. The optimal concentration of GSH to treat corneal epithelial cells (CECs) was evaluated by cell viability assay. H-PBA-CMC hydrogels could sustained release GSH and decrease the ROS level. H-PBA-CMC hydrogels containing GSH shows the therapeutic effects in BAK-damaged CECs via improvement of inflammation, apoptosis and cell viability. After topical administration of developed hydrogels, there was no ocular irritation in rabbits. These results suggested that PBA-grafted CMC hydrogels containing GSH might have potential applications for treatment of dry eye disease.",2024,"Colloids and surfaces. B, Biointerfaces",10.1016/j.colsurfb.2024.113884,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,hydrogel; corneal epithelial; ocular surface; epithelial cell; re-epithelialization; cell viability; migration; rabbit; rat,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.
PUBMED_0779,38803982,Electrospun poly(l-lactide-co-dl-lactide) nanofibrous scaffold as substrate for ex vivo limbal epithelial cell cultivation.,"Ultrathin electrospun poly (l-lactide-co-dl-lactide) nanofibrous membranes coated with fibronectin were explored as scaffolds for the ex vivo cultivation of limbal epithelial cells (LECs) for the treatment of limbal stem cell deficiency. The developed scaffolds were compared with the ""gold-standard"" fibrin gel. The resulting membranes composed of nanofibers possessed a very low thickness of 4 μm and allowed very good optical transparency in the wet state. The fibronectin-coated nanofibrous scaffolds demonstrated LEC expansion and successful cultivation similar to that on fibrin gel. Unlike the regular cobblestone epithelial cell morphology on the fibrin gel, the nanofibrous scaffold presented a mostly irregular epithelial morphology with a shift to a mesenchymal phenotype, as confirmed by the upregulation of profibroblastic genes: ACTA2 (p = 0.023), FBLN1 (p < 0.001), and THY1 (p < 0.001). Both culture conditions revealed comparable expression of stem cell markers, including KLF4, ΔNp63α and ABCG2, emphasizing the promise of polylactide-based nanofibrous membranes for further investigations.",2024,Heliyon,10.1016/j.heliyon.2024.e30970,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,scaffold; substrate; membrane; limbal; limbal stem; epithelial cell; p63; abcg2; transparency; rat; ex vivo,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.
PUBMED_0781,38887317,Limbal stem cells carried by a four-dimensional -printed chitosan-based scaffold for corneal epithelium injury in diabetic rabbits.,"Methods: Herein, we obtained and characterized deltaN p63- and adenosine triphosphate-binding cassette subfamily G member 2-expressing limbal stem cells (LSCs). Chitosan and carboxymethyl chitosan (CTH) were cross-linked to be an in situ thermosensitive hydrogel (ACH), which was printed through four-dimensional (4D) printing to obtain a porous carrier with uniform pore diameter (4D-CTH). Rabbits were injected with alloxan to induce diabetes mellitus (DM). Following this, the LSC-carrying hydrogel was spread on the surface of the cornea of the diabetic rabbits to cure corneal epithelium injury. Results: Compared with the control group (LSCs only), rapid wound healing was observed in rabbits treated with LSC-carrying 4D-CTH. Furthermore, the test group also showed better corneal nerve repair ability. The results indicated the potential of LSC-carrying 4D-CTH in curing corneal epithelium injury. Conclusion: 4D-CTH holds potential as a useful tool for studying regenerative processes occurring during the treatment of various diabetic corneal epithelium pathologies with the use of stem cell-based technologies.",2024,Frontiers in physiology,10.3389/fphys.2024.1285850,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,scaffold; carrier; hydrogel; corneal epithelium; limbal; limbal stem; wound healing; p63; rabbit; rat,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.
PUBMED_0782,38888287,"Development and Characterization of a Photocrosslinkable, Chitosan-Based, Nerve Growth Factor-Eluting Hydrogel for the Ocular Surface.","PURPOSE: Recombinant human nerve growth factor (rhNGF; cenegermin-bkbj, OXERVATE) is the first and only U.S. Food and Drug Administration-approved treatment for moderate to severe neurotrophic keratopathy. The aim of this study was to determine the feasibility of incorporating a version of rhNGF in a mucoadhesive hydrogel capable of sustained drug release to the ocular surface. METHODS: Hydrogels loaded with rhNGF were synthesized by conjugating chitosan with azidobenzoic acid (Az-Ch), adding rhNGF, and exposing the solution to ultraviolet (UV) radiation to induce photocrosslinking. Az-Ch hydrogels were evaluated for physical properties and rhNGF release profiles. Cytocompatbility of Az-Ch was assessed using immortalized human corneal limbal epithelial (HCLE) cells. TF1 erythroleukemic cell proliferation and HCLE cell proliferation and migration were used to assess the bioactivity of rhNGF released from Az-Ch hydrogels. RESULTS: Az-Ch formed hydrogels in <10 seconds of UV exposure and demonstrated high optical transparency (75-85 T%). Az-Ch hydrogels exhibited good cytocompatibility with no demonstratable effect on HCLE cell morphology or viability. rhNGF was released gradually over 24 hours from Az-Ch hydrogels and retained its ability to induce TF1 cell proliferation. No significant difference was observed between rhNGF released from Az-Ch and freshly prepared rhNGF solutions on HCLE cell proliferation or percent wound closure after 12 hours; however, both were significantly better than control (P < 0.01). CONCLUSIONS: rhNGF-loaded Az-Ch hydrogels exhibited favorable physical, optical, and drug-release properties, as well as retained drug bioactivity. This drug delivery system has the potential to be further developed for in vivo and translational clinical applications. TRANSLATIONAL RELEVANCE: Az-Ch hydrogels may be used to enhance rhNGF therapy in patients with NK.",2024,Translational vision science & technology,10.1167/tvst.13.6.12,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,hydrogel; limbal; ocular surface; transparency; migration; rat; in vivo; clinical,Add to core candidate,Manual check,"Likely relevant, but reconstruction/regeneration signal is not strong enough for automatic addition."
PUBMED_0789,38960253,An injectable hydrogel based on sodium alginate and gelatin treats bacterial keratitis through multimodal antibacterial strategy.,"Bacterial keratitis is among the most prevalent causes of blindness. Currently, the abuse of antibiotics in clinical settings not only lacks bactericidal effects but also readily induces bacterial resistance, making the clinical treatment of bacterial keratitis a significant challenge. In this study, we present an injectable hydrogel (GS-PNH-FF@CuS/MnS) containing self-assembled diphenylalanine dipeptide (FF) and CuS/MnS nanocomposites (CuS/MnS NCs) that destroy bacterial cell walls through a synergistic combination of mild photothermal therapy (PTT), chemodynamic therapy (CDT), ion release chemotherapy, and self-assembled dipeptide contact, thereby eliminating Pseudomonas aeruginosa. Under 808 nm laser irradiation, the bactericidal efficiency of GS-PNH-FF@CuS/MnS hydrogel against P. aeruginosa in vitro reach up to 96.97 %. Furthermore, GS-PNH-FF@CuS/MnS hydrogel is applied topically to kill bacteria, reduce inflammation, and promote wound healing. Hematoxylin-eosin (H&E) staining, Masson staining, immunohistochemistry and immunofluorescence staining are used to evaluate the therapeutic effect on infected rabbit cornea models in vivo. The GS-PNH-FF@CuS/MnS demonstrate good biocompatibility with human corneal epithelial cells and exhibit no obvious eyes side effects. In conclusion, the GS-PNH-FF@CuS/MnS hydrogel in this study provides an effective and safe treatment strategy for bacterial keratitis through a multimodal approach.",2024,International journal of biological macromolecules,10.1016/j.ijbiomac.2024.133595,A3_epithelium_limbus,1,Include,,epithelium_limbus,Medium,"Corrected include: title/abstract indicates corneal tissue engineering, biomaterial/scaffold, engineered construct, decellularized matrix, cell sheet, stem-cell construct, or regeneration/reconstruction relevance.",4,hydrogel; corneal epithelial; epithelial cell; wound healing; rabbit; rat; in vivo,Add to core candidate,Add to epithelium/limbus core,Clear epithelial/limbal tissue-engineering scaffold/carrier/cell-sheet signal with reconstruction or regeneration relevance.
